"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.693152000E0,8.155779715E-1,4.317984572E-1,-3.670012506E0,3.784258068E0
2.703128000E0,6.348906755E-1,4.064628372E-1,-3.533630878E0,3.613148958E0
2.713104000E0,4.539232980E-1,3.735650133E-1,-3.286096020E0,3.338266651E0
2.723080000E0,5.156812973E-1,3.599905925E-1,-3.227425643E0,3.288129667E0
2.733056000E0,5.665916884E-1,-1.368426437E-1,-3.503943980E0,3.552094518E0
2.743031000E0,3.772586994E-1,2.456158384E-1,-3.367989784E0,3.397941502E0
2.753007000E0,6.804327379E-1,8.123153713E-1,-3.047682819E0,3.226641526E0
2.762983000E0,6.747286329E-1,5.569419553E-1,-2.944818016E0,3.072034541E0
2.772959000E0,3.540452532E-1,3.630741217E-1,-2.810525014E0,2.855909963E0
2.782935000E0,4.297174332E-1,5.042115453E-1,-2.314272407E0,2.407227270E0
2.792911000E0,7.783146894E-1,6.049408715E-1,-1.845518085E0,2.092286839E0
2.802887000E0,9.447252774E-1,7.267966264E-1,-1.069659226E0,1.601533654E0
2.812863000E0,1.258721635E0,8.150528184E-1,-9.439920366E-2,1.502532017E0
2.822839000E0,1.593786242E0,9.198645245E-1,1.400676536E0,2.312617583E0
2.832814000E0,2.019453747E0,7.557296728E-1,3.115481284E0,3.788871126E0
2.842790000E0,2.108950499E0,-1.692877105E-1,4.763094508E0,5.211851862E0
2.852766000E0,1.556405430E0,-1.569466941E0,5.817124127E0,6.222905868E0
2.862742000E0,9.435191430E-1,-2.453317441E0,5.682402524E0,6.260885982E0
2.872718000E0,4.491702425E-1,-3.303070487E0,4.748940738E0,5.802108813E0
2.882694000E0,8.819603875E-2,-3.495466686E0,4.638900817E0,5.809084841E0
2.892670000E0,4.637710324E-1,-2.980256529E0,4.597093225E0,5.498206859E0
2.902646000E0,6.578512296E-1,-2.813585447E0,5.034918700E0,5.805121672E0
2.912621000E0,7.372875546E-1,-2.367523877E0,5.210903519E0,5.770812571E0
2.922597000E0,1.152052196E0,-1.742652113E0,4.923585375E0,5.348434686E0
2.932573000E0,1.676103344E0,-1.315425155E0,3.841123670E0,4.392481851E0
2.942549000E0,1.697949418E0,-1.120375782E0,2.877929378E0,3.524308673E0
2.952525000E0,1.660866084E0,-9.439601693E-1,2.215953814E0,2.925745761E0
2.962501000E0,1.153128083E0,-1.049552113E0,2.794631698E0,3.200192235E0
2.972477000E0,6.980384119E-1,-1.161624965E0,3.083425094E0,3.368106366E0
2.982453000E0,7.081498557E-1,-1.091991935E0,2.941306179E0,3.216396220E0
2.992429000E0,8.100842200E-1,-9.995356151E-1,2.562313634E0,2.867186608E0
3.002404000E0,1.013668920E0,-9.059506363E-1,2.023267009E0,2.437597305E0
3.012380000E0,1.333565849E0,-8.429094654E-1,1.416587979E0,2.120286713E0
3.022356000E0,1.652082689E0,-9.139626373E-1,1.008209082E0,2.140371573E0
3.032332000E0,1.918241368E0,-9.254040304E-1,4.397854614E-1,2.174726147E0
3.042308000E0,2.013617349E0,-8.849048992E-1,-6.210988480E-1,2.285492351E0
3.052284000E0,2.054639952E0,-7.233428223E-1,-1.880342347E0,2.877578411E0
3.062260000E0,1.934805945E0,-5.171783307E-1,-2.616321441E0,3.294857410E0
3.072236000E0,1.743804745E0,-4.157519433E-1,-2.969838252E0,3.468954297E0
3.082212000E0,1.683523168E0,-3.483755006E-1,-3.231905195E0,3.660713993E0
3.092188000E0,1.674059157E0,-3.018739101E-1,-3.294987881E0,3.708173008E0
3.102163000E0,1.652689630E0,-3.026679620E-1,-3.176820331E0,3.593769375E0
